filename,site,true_class_from_name,pred_class_idx,pred_class_label,pred_conf
2016 08 30 00 54 42_d07_antelope.jpg,d07,antelope,4,bushbuck,0.9290391802787781
01030370_d07_antelope.jpg,d07,antelope,2,warthog,0.9842632412910461
2016 10 29 11 12 21_e02_antelope.jpg,e02,antelope,4,bushbuck,0.7161997556686401
2016 07 19 00 20 01_f11_antelope.jpg,f11,antelope,4,bushbuck,0.3995054364204407
2016 09 10 03 47 55_a10_antelope.jpg,a10,antelope,4,bushbuck,0.5533113479614258
EK006656_k06_antelope.jpg,k06,antelope,2,warthog,0.9580406546592712
10250555_j07_antelope.jpg,j07,antelope,0,waterbuck,0.38090670108795166
2016 07 29 05 51 05_l05_antelope.jpg,l05,antelope,0,waterbuck,0.9146741032600403
EK000455_i08_antelope.jpg,i08,antelope,4,bushbuck,0.9751197695732117
04200043_d07_antelope.jpg,d07,antelope,0,waterbuck,0.6707528829574585
2016 08 06 10 39 41_j03_antelope.jpg,j03,antelope,0,waterbuck,0.3933049142360687
06070659_b09_antelope.jpg,b09,antelope,0,waterbuck,0.9759871959686279
2016 09 03 09 50 51_g04_antelope.jpg,g04,antelope,2,warthog,0.60285884141922
07130195_g08_antelope.jpg,g08,antelope,4,bushbuck,0.9439505338668823
01060779_h03_antelope.jpg,h03,antelope,0,waterbuck,0.7330324649810791
EK000744_h05_antelope.jpg,h05,antelope,1,baboon,0.9695296287536621
2016 10 26 17 42 31_e06_antelope.jpg,e06,antelope,2,warthog,0.8790208101272583
EK009025_01_h05_antelope.jpg,h05,antelope,0,waterbuck,0.39207223057746887
03270771_g08_antelope.jpg,g08,antelope,0,waterbuck,0.44375675916671753
2016 10 18 03 37 41_h05_antelope.jpg,h05,antelope,0,waterbuck,0.8895865082740784
EK000808_h05_antelope.jpg,h05,antelope,3,impala,0.7430046796798706
2016 08 02 17 20 13_d07_antelope.jpg,d07,antelope,5,oribi,0.6069594621658325
EK002511_k06_antelope.jpg,k06,antelope,2,warthog,0.9066612720489502
2016 09 07 04 56 40_e06_antelope.jpg,e06,antelope,2,warthog,0.5798279643058777
12180938_f05_antelope.jpg,f05,antelope,5,oribi,0.44337186217308044
01050816_b09_antelope.jpg,b09,antelope,1,baboon,0.5178784132003784
2016 10 11 22 20 30_i08_antelope.jpg,i08,antelope,2,warthog,0.7344480156898499
2016 07 27 18 49 32_f01_antelope.jpg,f01,antelope,5,oribi,0.76310133934021
2016 10 29 07 51 55_d07_antelope.jpg,d07,antelope,1,baboon,0.4711911082267761
2016 10 28 17 16 02_e06_antelope.jpg,e06,antelope,1,baboon,0.8325257897377014
2016 08 16 18 42 02_d05_antelope.jpg,d05,antelope,7,genet,0.3905901610851288
11100555_d07_antelope.jpg,d07,antelope,4,bushbuck,0.7992347478866577
03220657_g08_antelope.jpg,g08,antelope,0,waterbuck,0.7944575548171997
EK006725_h05_antelope.jpg,h05,antelope,0,waterbuck,0.3898860514163971
07030048_k04_antelope.jpg,k04,antelope,6,elephant,0.8026753067970276
2016 10 22 18 28 05_d05_antelope.jpg,d05,antelope,2,warthog,0.45635539293289185
06120017_e02_antelope.jpg,e02,antelope,4,bushbuck,0.4860367178916931
EK003259_03_f07_antelope.jpg,f07,antelope,1,baboon,0.4776405394077301
08180666_l11_antelope.jpg,l11,antelope,2,warthog,0.9738910794258118
2016 07 18 08 10 21_k04_antelope.jpg,k04,antelope,2,warthog,0.8976055979728699
EK000750_e04_antelope.jpg,e04,antelope,3,impala,0.8460960388183594
